Rk,Player,Tm,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,Signed Using,Guaranteed
458,Miye Oni\onimi01,UTA,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$898,310 "
459,Dewan Hernandez\hernade01,TOR,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$898,310 "
460,Terence Davis\daviste02,TOR,"$898,310 ","$1,517,981 ",,,,,Minimum Salary,"$898,310 "
461,Wenyen Gabriel\gabriwe01,POR,"$898,310 ",,,,,,Two-Way Contract,"$898,310 "
462,Naz Reid\reidna01,MIN,"$898,310 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,MLE,"$898,310 "
463,Jalen McDaniels\mcdanja01,CHO,"$898,310 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,Minimum Salary,"$898,310 "
464,Caleb Martin\martica02,CHO,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$898,310 "
465,Shaquille Harrison\harrish01,CHI,"$898,310 ",,,,,,,"$898,310 "
466,Javonte Green\greenja02,BOS,"$898,310 ","$1,517,981 ",,,,,Minimum Salary,"$898,310 "
467,Damion Lee\leeda03,GSW,"$842,327 ","$1,762,796 ","$1,910,860 ",,,,MLE,"$1,442,327 "
468,Khyri Thomas\thomakh01,DET,"$838,464 ","$1,663,861 ",,,,,MLE,"$838,464 "
469,DeMarre Carroll\carrode01,HOU,"$811,447 ",,,,,,Minimum Salary,"$811,447 "
470,Michael Kidd-Gilchrist\kiddgmi01,DAL,"$810,763 ",,,,,,Minimum Salary,"$810,763 "
471,Marquese Chriss\chrisma01,GSW,"$758,804 ",,,,,,,"$2,213,272 "
472,Juwan Morgan\morgaju01,UTA,"$746,054 ",,,,,,Minimum Salary,"$746,054 "
473,Patrick Patterson\pattepa01,OKC,"$737,067 ","$737,067 ","$737,066 ",,,,,"$2,211,200 "
474,Reggie Jackson\jacksre01,LAC,"$734,025 ",,,,,,Minimum Salary,"$734,025 "
475,Alfonzo McKinnie\mckinal01,CLE,"$708,871 ",,,,,,,"$2,253,031 "
476,Gary Clark\clarkga01,HOU,"$708,426 ",,,,,,,"$708,426 "
477,Jeff Green\greenje02,HOU,"$695,526 ",,,,,,Minimum Salary,"$840,427 "
478,Cole Aldrich\aldrico01,MIN,"$685,340 ","$685,340 ",,,,,,"$1,370,680 "
479,Shaun Livingston\livinsh01,GSW,"$666,667 ","$666,667 ","$666,666 ",,,,,"$2,666,666 "
480,Marquese Chriss\chrisma01,GSW,"$654,468 ","$1,824,003 ",,,,,Minimum Salary,"$2,213,272 "
481,Timothé Luwawu-Cabarrot\luwawti01,BRK,"$654,468 ","$1,824,003 ",,,,,Minimum Salary,"$844,170 "
482,Rayjon Tucker\tuckera01,UTA,"$578,573 ","$1,517,981 ",,,,,Minimum Salary,"$578,574 "
483,Chris Clemons\clemoch01,HOU,"$568,422 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$568,422 "
484,Gary Clark\clarkga01,ORL,"$555,409 ",,,,,,Minimum Salary,"$718,765 "
485,Brandon Goodwin\goodwbr01,ATL,"$522,738 ","$1,701,593 ",,,,,Minimum Salary,"$522,738 "
486,Ryan Anderson\anderry01,HOU,"$500,000 ",,,,,,,"$500,000 "
487,Anžejs Pasečņiks\pasecan01,WAS,"$482,144 ",,,,,,Minimum Salary,"$482,144 "
488,Chris Silva\silvach01,MIA,"$466,918 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$1,984,899 "
489,Dakari Johnson\johnsda04,MEM,"$459,414 ","$459,414 ",,,,,,"$918,828 "
490,Iman Shumpert\shumpim01,BRK,"$419,443 ",,,,,,,"$419,443 "
491,Max Strus\strusma01,BOS,"$415,414 ",,,,,,,"$415,414 "
492,Justin Robinson\robinju01,WAS,"$395,866 ",,,,,,,"$395,866 "
493,Ivan Rabb\rabbiv01,MEM,"$371,758 ",,,,,,,"$371,758 "
494,Norvel Pelle\pelleno01,PHI,"$350,189 ",,,,,,Minimum Salary,"$350,189 "
495,Ky Bowman\bowmaky01,GSW,"$350,189 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$350,189 "
496,Juan Toscano-Anderson\toscaju01,GSW,"$350,189 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$350,189 "
497,A.J. Hammons\hammoaj01,MIA,"$350,087 ","$350,087 ",,,,,,"$700,174 "
498,Festus Ezeli\ezelife01,POR,"$333,333 ",,,,,,,"$333,333 "
499,C.J. Watson\watsocj01,ORL,"$333,333 ",,,,,,,"$333,333 "
500,Stanton Kidd\kiddst01,UTA,"$250,000 ",,,,,,,"$250,000 "
501,Joe Johnson\johnsjo02,DET,"$220,000 ",,,,,,,"$220,000 "
502,Jemerrio Jones\jonesje01,WAS,"$199,000 ",,,,,,,"$199,000 "
503,Timothé Luwawu-Cabarrot\luwawti01,BRK,"$189,702 ",,,,,,,"$844,170 "
504,Alfonzo McKinnie\mckinal01,CLE,"$183,114 ",,,,,,,"$2,253,031 "
505,Gary Clark\clarkga01,ORL,"$163,356 ",,,,,,,"$718,765 "
506,Cameron Payne\payneca01,TOR,"$150,000 ",,,,,,,"$150,000 "
507,Jeff Green\greenje02,HOU,"$144,901 ",,,,,,,"$840,427 "
508,Troy Williams\willitr02,HOU,"$122,741 ","$122,741 ","$122,741 ","$122,741 ",,,,"$490,964 "
509,Johnathan Williams\willijo04,WAS,"$106,181 ",,,,,,,"$106,181 "
510,Tyler Cook\cookty01,CLE,"$101,504 ",,,,,,,"$151,504 "
511,Yante Maten\matenya01,MIA,"$100,000 ",,,,,,,"$100,000 "
512,Jaylen Adams\adamsja01,ATL,"$100,000 ",,,,,,,"$100,000 "
513,Justin Anderson\anderju01,BRK,"$98,144 ",,,,,,,"$98,144 "
514,Dragan Bender\bendedr01,GSW,"$94,851 ",,,,,,Minimum Salary,"$94,851 "
515,Demetrius Jackson\jacksde01,BOS,"$92,857 ","$92,857 ","$92,857 ","$92,857 ","$92,857 ",,,"$464,285 "
516,Jeremy Pargo\pargoje01,GSW,"$91,557 ",,,,,,,"$91,557 "
517,Jonah Bolden\boldejo01,PHO,"$81,678 ",,,,,,,"$81,678 "
518,Josh Magette\magetjo01,ORL,"$81,678 ",,,,,,,"$81,678 "
519,Dusty Hannahs\hannadu01,MEM,"$81,678 ",,,,,,,"$81,678 "
520,Jarrod Uthoff\uthofja01,MEM,"$81,678 ",,,,,,Minimum Salary,"$81,678 "
521,Derrick Walton\waltode01,DET,"$81,678 ",,,,,,Minimum Salary,"$81,678 "
522,J.P. Macura\macurjp01,CLE,"$81,678 ",,,,,,,"$81,678 "
523,Joe Chealey\chealjo01,CHO,"$81,678 ",,,,,,Minimum Salary,"$81,678 "
524,Eric Mika\mikaer01,SAC,"$50,752 ",,,,,,,"$50,752 "
525,Zach Norvell\norveza01,GSW,"$50,752 ",,,,,,,"$50,752 "
526,Mychal Mulder\muldemy01,GSW,"$50,752 ",,,,,,Minimum Salary,"$50,752 "
527,Donta Hall\halldo01,DET,"$50,752 ",,,,,,Minimum Salary,"$50,752 "
528,Malik Newman\newmama01,CLE,"$50,752 ",,,,,,,"$50,752 "
529,Marques Bolden\boldema01,CLE,"$50,752 ",,,,,,,"$50,752 "
530,Paul Watson\watsopa01,ATL,"$50,752 ",,,,,,,"$50,752 "
531,Tyler Cook\cookty01,CLE,"$50,000 ",,,,,,,"$151,504 "
532,William Howard\howarwi01,UTA,"$50,000 ",,,,,,,"$50,000 "
533,Isaiah Taylor\taylois01,TOR,"$50,000 ",,,,,,,"$50,000 "
534,Tyler Lydon\lydonty01,SAC,"$50,000 ",,,,,,,"$50,000 "
535,Hollis Thompson\thompho01,SAC,"$50,000 ",,,,,,,"$50,000 "
536,Tyler Ulis\ulisty01,SAC,"$50,000 ",,,,,,,"$50,000 "
